DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,OBV,Tenkan_sen,Kijun_sen,Bullish_Engulfing,Bearish_Engulfing,Hammer,Shooting_Star,DateTime_norm,Range,Gap_Open,Close_vs_Previous_Close,Up_Down_Ratio,Trend_Direction_10,Trend_Direction_5,Price_Momentum,Range_Asymmetry,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,DayOfMonth,D_PP,D_R1,D_S1,D_R2,D_S2,W_PP,W_R1,W_S1,W_R2,W_S2,M_PP,M_R1,M_S1,M_R2,M_S2,Body_Size,Is_Bullish,Is_Bearish,Trend_Strength,High_vs_PrevHigh,Low_vs_PrevLow,Volatility_Ratio,Volume_Spike,BB_Width,Bar_Type,Bar_Type_Code,GBP_GDP,GBP_Inflation,GBP_Unemployment,GBP_InterestRate,USD_GDP,USD_Inflation,USD_Unemployment,USD_InterestRate
2009-04-27,1.46425,1.4694,1.45145,1.4619,379252,,-1.0135839179702621,-0.7789109357625587,,,-787783.0,1.4666000000000001,,0,0,0,0,2009-04-27,0.017950000000000133,-4.999999999988347e-05,-0.0016390083999180207,0.0,-1,-1,0.0009000000000001229,0.4023437185668915,0,0.0,1.0,27,1.4609166666666666,1.4703833333333334,1.4524333333333332,1.4788666666666668,1.4429666666666665,1.4596,1.4796,1.4419,1.4973,1.4219,,,,,,0.23500000000000743,0,1,13.09119269121529,0.0019000000000000128,-0.011850000000000138,0.8997493283333717,1.2737515201812522,,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-04-28,1.4619,1.46915,1.4516,1.4638,388061,,-0.9997708027752683,-0.8230829091651006,,,-399722.0,1.4603000000000002,,0,0,0,0,2009-04-28,0.017549999999999955,0.0,0.001299678500581444,190000000.00000128,-1,1,0.0042999999999999705,0.7038834268074339,1,0.7818314824680298,0.6234898018587336,28,1.4615166666666666,1.4714333333333331,1.4538833333333332,1.4790666666666665,1.4439666666666666,1.4596,1.4796,1.4419,1.4973,1.4219,,,,,,0.19000000000000128,1,0,10.825593983248918,-0.0002500000000000835,0.0001500000000000945,0.9782608150356253,1.3151329024351848,,neutral,0,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-04-29,1.4638,1.48135,1.46295,1.477,453528,,-0.8722560167646387,-0.8329175306850083,,,53806.0,1.460475,,0,0,0,0,2009-04-29,0.018399999999999972,0.0,0.009017625358655622,1320000000.00001,-1,1,0.011300000000000088,20.647034532900072,2,0.9749279121818236,-0.22252093395631434,29,1.473766666666667,1.4845833333333338,1.4661833333333338,1.4921666666666669,1.455366666666667,1.4596,1.4796,1.4419,1.4973,1.4219,,,,,,1.32000000000001,1,0,71.73523178088213,0.012199999999999989,0.011349999999999971,1.1817597185767634,1.4873349848783233,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-04-30,1.47685,1.49475,1.4703,1.4803,481939,42.51357179837077,-0.736086244058165,-0.8135512733596397,,,535745.0,1.4671750000000001,,0,0,0,0,2009-04-30,0.024450000000000083,-0.0001500000000000945,0.0022342586323628017,344999999.9999953,1,1,-0.009900000000000242,2.732824010255857,3,0.43388373911755823,-0.900968867902419,30,1.4817833333333332,1.4932666666666665,1.4688166666666664,1.5062333333333333,1.4573333333333331,1.4596,1.4796,1.4419,1.4973,1.4219,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.3449999999999953,1,0,14.109852357776537,0.013400000000000079,0.007349999999999968,1.4809205644506047,1.3682594048510612,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-01,1.4803,1.4934,1.4753,1.49185,282414,47.24100632699113,-0.5288753253387624,-0.7566160837554643,,,818159.0,1.4671750000000001,,0,0,0,0,2009-05-01,0.018100000000000005,0.0,0.007802472471796223,1154999999.9999948,1,1,0.00825000000000009,2.619999476000183,4,-0.433883739117558,-0.9009688679024191,1,1.4868499999999998,1.4983999999999995,1.4802999999999995,1.5049499999999998,1.4687499999999998,1.4596,1.4796,1.4419,1.4973,1.4219,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.154999999999995,1,0,63.80862935749376,-0.0013499999999999623,0.0050000000000001155,0.9383099565417325,0.823539223485332,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-03,1.49037,1.49419,1.48998,1.49325,23480,50.25963869707014,-0.34933542804762574,-0.6751599526138966,,,841639.0,1.4694500000000001,,0,0,0,0,2009-05-03,0.004209999999999825,-0.0014799999999999258,0.0009384321480042015,287999999.99999934,1,1,-0.010149999999999881,9.794846679882891,6,-0.7818314824680299,0.6234898018587334,3,1.492473333333333,1.494966666666666,1.4907566666666663,1.496683333333333,1.4882633333333333,1.4596,1.4796,1.4419,1.4973,1.4219,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.28799999999999937,1,0,68.39230586559282,0.0007899999999998464,0.014680000000000026,0.2545036721978093,0.07675051147939856,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-04,1.49321,1.5047,1.48355,1.503,364428,58.957772343789905,-0.12691145805543425,-0.5655102537022042,,,1206067.0,1.478075,,0,0,0,0,2009-05-04,0.021150000000000002,-4.0000000000040004e-05,0.006529382219989905,978999999.9999964,1,1,0.008349999999999858,1.1894408706582948,0,0.0,1.0,4,1.4970833333333333,1.5106166666666667,1.4894666666666667,1.5182333333333333,1.4759333333333333,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.9789999999999965,1,0,46.28622760153167,0.01051000000000002,-0.006430000000000158,1.2252345484164917,1.1812510575014985,,neutral,0,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-05,1.503,1.51625,1.49825,1.5048,301239,60.719748468020825,0.06315759487922623,-0.4397766839859181,,,1507306.0,1.48385,,0,0,0,0,2009-05-05,0.018000000000000016,0.0,0.0011976047904191775,180000000.00000235,1,1,-0.007949999999999902,2.789473096953187,1,0.7818314824680298,0.6234898018587336,5,1.506433333333333,1.514616666666666,1.496616666666666,1.524433333333333,1.488433333333333,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.18000000000000238,1,0,9.999444475307051,0.011550000000000171,0.014700000000000157,1.0476079008492685,0.9926908919550349,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-06,1.50465,1.5158,1.49905,1.513,452053,79.47319607061984,0.27676545578385614,-0.2964682560319633,,,1959359.0,1.48385,,0,0,0,0,2009-05-06,0.016750000000000043,-0.00014999999999987246,0.00544922913343965,834999999.9999857,1,1,0.006399999999999961,1.9910710730230037,2,0.9749279121818236,-0.22252093395631434,6,1.5092833333333333,1.5195166666666666,1.5027666666666666,1.5260333333333334,1.4925333333333333,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.8349999999999858,1,0,49.84777028237022,-0.00045000000000006146,0.0007999999999999119,1.0708348631354816,1.4410112162557562,,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-07,1.51305,1.51965,1.49425,1.50215,428620,67.39765162215284,0.3544153131218586,-0.16629154220119893,1.5181921096321318,1.442107890367868,1530739.0,1.485625,,0,1,0,0,2009-05-07,0.025399999999999867,5.0000000000105516e-05,-0.0071711830799734335,0.0,1,1,-0.01904999999999979,0.35106381111362517,3,0.43388373911755823,-0.900968867902419,7,1.50535,1.5164499999999999,1.49105,1.5307499999999998,1.47995,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.089999999999991,0,1,42.91169638990578,0.003849999999999909,-0.0047999999999999154,1.4852063217631633,1.205677389737421,0.02570152322834207,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-08,1.50215,1.5248,1.4968,1.52315,335360,84.48921103234356,0.5787345425106283,-0.0172863252588335,1.523172269213443,1.4394827307865568,1866099.0,1.493875,,0,0,0,0,2009-05-08,0.028000000000000025,0.0,0.013979962054388647,2099999999.9999907,1,1,0.03184999999999971,4.233644068477565,4,-0.433883739117558,-0.9009688679024191,8,1.5149166666666665,1.533033333333333,1.505033333333333,1.5429166666666665,1.4869166666666664,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,2.0999999999999908,1,0,74.99732152423088,0.005149999999999988,0.00254999999999983,1.2808782579653146,0.9551362783748302,0.028248155242642087,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-10,1.52244,1.52355,1.5195,1.5213,6282,79.67972263372614,0.7331301263051371,0.1327969650539606,1.5280656459812196,1.4374643540187806,1859817.0,1.49755,,0,0,0,0,2009-05-10,0.004049999999999887,-0.0007099999999999884,-0.0012145881889504694,0.0,1,1,-0.022849999999999815,0.377550891989481,6,-0.7818314824680299,0.6234898018587334,10,1.52145,1.5233999999999999,1.51935,1.5254999999999999,1.5174,1.4864333333333333,1.5212666666666665,1.4681666666666666,1.5395333333333332,1.4333333333333333,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.11399999999999189,0,1,28.141199703775627,-0.0012499999999999734,0.022700000000000164,0.21963122453192352,0.020074501261127274,0.030551466989487967,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-11,1.52125,1.52455,1.5068,1.51185,361180,72.13605792991684,0.7703559526250014,0.26030876256816876,1.531468722743305,1.437301277256695,1498637.0,1.5000499999999999,,0,0,0,0,2009-05-11,0.017750000000000155,-5.0000000000105516e-05,-0.006211792545849063,0.0,1,1,-0.007600000000000273,0.22837368661774238,0,0.0,1.0,11,1.5144,1.522,1.5042499999999999,1.5321500000000001,1.4966499999999998,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.9400000000000075,0,1,52.95476311193731,0.001000000000000112,-0.012700000000000156,0.9651984249484358,1.1892676807172842,0.031719346875362986,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-12,1.51205,1.53525,1.50735,1.52895,390204,78.41757276618894,0.9271527572616511,0.3936775615068653,1.5379262885473826,1.4360587114526173,1888841.0,1.5093999999999999,,0,0,0,0,2009-05-12,0.027900000000000036,0.00019999999999997797,0.011310645897410534,1690000000.0000136,1,1,0.026550000000000296,4.9361691625173,1,0.7818314824680298,0.6234898018587336,12,1.5238500000000001,1.5403500000000003,1.5124500000000003,1.5517500000000002,1.4959500000000001,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.6900000000000137,1,0,60.57130568796858,0.010699999999999932,0.0005500000000000504,1.3530552205113884,1.3248541724669425,0.03425288864142197,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-13,1.52895,1.5332,1.50865,1.5103,414042,68.61537722603632,0.8906584844583065,0.49307374609715354,1.5385735708621786,1.4416314291378216,1474799.0,1.5093999999999999,,0,0,0,0,2009-05-13,0.02454999999999985,0.0,-0.012197913600837211,0.0,1,1,-0.03575000000000017,0.20935959559804299,2,0.9749279121818236,-0.22252093395631434,13,1.5173833333333333,1.5261166666666666,1.5015666666666667,1.5419333333333332,1.4928333333333335,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.8650000000000055,0,1,75.96431917233582,-0.0020500000000001073,0.0013000000000000789,1.20048893885139,1.3456518404309767,0.0325286823085323,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-14,1.51055,1.5247,1.50595,1.5227,364396,70.96084702169496,0.950833530159878,0.5846257029096984,1.5421294940139856,1.443700505986014,1839195.0,1.51475,1.487425,0,0,0,0,2009-05-14,0.018750000000000044,0.0002500000000000835,0.008210289346487432,1214999999.9999883,1,-1,0.031050000000000022,3.076086287807197,3,0.43388373911755823,-0.900968867902419,14,1.5177833333333333,1.5296166666666666,1.5108666666666666,1.5365333333333333,1.4990333333333332,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.2149999999999883,1,0,64.79654418430938,-0.008499999999999952,-0.0027000000000001467,1.008064461932021,1.0661699734683407,0.03296536908063782,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-15,1.5227,1.52875,1.5133,1.5175,325048,65.28301197009688,0.9456620300097196,0.6568329683297027,1.5421907241087034,1.4504342758912965,1514147.0,1.51475,1.487425,0,0,0,0,2009-05-15,0.015449999999999964,0.0,-0.0034149865370722214,0.0,1,-1,-0.017599999999999838,0.643616952806729,4,-0.433883739117558,-0.9009688679024191,15,1.51985,1.5263999999999998,1.5109499999999998,1.5352999999999999,1.5044,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.5199999999999871,0,1,33.65477962591343,0.004050000000000109,0.00735000000000019,0.7399424932977713,0.9621290874088008,0.030660857326288933,neutral,0,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-17,1.51586,1.51785,1.51415,1.515,10422,63.17387331485021,0.910890489664018,0.7076444725965658,1.5431874434574577,1.4541825565425424,1503725.0,1.51475,1.487425,0,0,0,0,2009-05-17,0.0036999999999998145,-0.0016400000000000858,-0.0016474464579902264,0.0,1,1,0.0026999999999997026,1.1637420095076425,6,-0.7818314824680299,0.6234898018587334,17,1.5156666666666665,1.5171833333333329,1.513483333333333,1.5193666666666663,1.5119666666666667,1.5103,1.5263499999999999,1.4958,1.5408499999999998,1.4797500000000001,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.08600000000000829,0,1,23.236962982980977,-0.010900000000000132,0.0008500000000000174,0.20475925817601376,0.03375429580254212,0.029694327645745016,neutral,0,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-18,1.515,1.53485,1.51155,1.53245,352838,64.7529003885131,1.0124695906505776,0.7686094962073682,1.5463435766887517,1.4575114233112485,1856563.0,1.516025,1.487425,0,0,0,0,2009-05-18,0.0233000000000001,0.0,0.011518151815181643,1745000000.0000186,1,1,0.019950000000000356,5.753621520689535,0,0.0,1.0,18,1.5262833333333334,1.541016666666667,1.5177166666666668,1.5495833333333335,1.5029833333333333,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.7450000000000188,1,0,74.88948972147166,0.017000000000000126,-0.0026000000000001577,1.3586005038717002,1.1806951698438453,0.02957271683165729,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-19,1.53245,1.55235,1.5295,1.54915,454292,68.27991526541,1.2137356146070033,0.8576347198872952,1.551649670414952,1.460690329585048,2310855.0,1.52915,1.495975,0,0,0,0,2009-05-19,0.022849999999999815,0.0,0.010897582302848338,1669999999.9999936,1,1,-0.0007500000000002505,6.745760425165874,1,0.7818314824680298,0.6234898018587336,19,1.5436666666666667,1.5578333333333334,1.5349833333333336,1.5665166666666666,1.520816666666667,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.6699999999999937,1,0,73.08214082534712,0.01749999999999985,0.017950000000000133,1.3593098536995856,1.50724072216117,0.0301955757880959,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-20,1.54895,1.5793,1.5447,1.5746,472861,71.23368329020425,1.5606108685374265,0.9982299496173215,1.5618842414185026,1.4617257585814976,2783716.0,1.542625,1.50945,0,0,0,0,2009-05-20,0.034599999999999964,-0.00019999999999997797,0.016428363941516297,2564999999.9999948,1,1,0.008750000000000036,7.141174790311639,2,0.9749279121818236,-0.22252093395631434,20,1.5662,1.5877000000000001,1.5531000000000001,1.6008,1.5316,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,2.564999999999995,1,0,74.13080546804999,0.02695000000000003,0.01519999999999988,1.7317316450584803,1.5004005946252053,0.03312546352563799,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-21,1.5746,1.5894,1.55125,1.58935,376284,73.28559060314919,1.932258308300172,1.1850356213538915,1.5739644740731822,1.4622005259268174,3160000.0,1.547675,1.5145,0,0,0,0,2009-05-21,0.038149999999999906,0.0,0.009367458402133901,1475000000.000004,1,1,-0.010699999999999932,0.6338329493005134,3,0.43388373911755823,-0.900968867902419,21,1.5766666666666669,1.6020833333333337,1.5639333333333338,1.6148166666666668,1.538516666666667,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,1.475000000000004,1,0,38.66215826583858,0.010099999999999998,0.006550000000000056,1.5558726934799076,1.0685129659608887,0.03681089403004877,neutral,0,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-22,1.58935,1.59445,1.5755,1.5926,333332,72.53680059164662,2.2273409655695797,1.3934966901970292,1.5854728107826674,1.4622521892173324,3493332.0,1.5501999999999998,1.5192999999999999,0,0,0,0,2009-05-22,0.018950000000000022,0.0,0.002044861106741734,324999999.9999975,1,1,-0.011500000000000066,0.3682310203443185,4,-0.433883739117558,-0.9009688679024191,22,1.5875166666666667,1.5995333333333335,1.5805833333333335,1.6064666666666667,1.5685666666666667,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.3249999999999975,1,0,17.149490792042485,0.005049999999999999,0.024249999999999883,0.6873412880906333,0.9540893242988318,0.04043036083782968,breakout_down,2,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
2009-05-24,1.5908,1.5937,1.59062,1.59105,8181,76.56903124945342,2.4207836062726917,1.5989540734121617,1.5943427034919408,1.464457296508059,3485151.0,1.5501999999999998,1.5229499999999998,0,0,0,0,2009-05-24,0.0030799999999999716,-0.0018000000000000238,-0.0009732512872032778,25000000.00000835,1,1,-0.0047999999999999154,16.11102160542881,6,-0.7818314824680299,0.6234898018587334,24,1.5917899999999998,1.5929599999999997,1.5898799999999997,1.5948699999999998,1.5887099999999998,1.5245499999999998,1.5431499999999998,1.5138499999999997,1.55385,1.4952499999999997,1.4755166666666666,1.5114333333333332,1.4443833333333331,1.5425666666666666,1.4084666666666665,0.02500000000000835,1,0,8.114248620580518,-0.0007500000000000284,0.015120000000000022,0.13091897768770733,0.02629112869637643,0.042462863508224154,breakout_up,1,393068.0,87.9,7.8,1.35795,14448.882,213.022,9.4,0.18
