DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,OBV,Tenkan_sen,Kijun_sen,Bullish_Engulfing,Bearish_Engulfing,Hammer,Shooting_Star,DateTime_norm,Range,Gap_Open,Close_vs_Previous_Close,Up_Down_Ratio,Trend_Direction_10,Trend_Direction_5,Price_Momentum,Range_Asymmetry,High_vs_PrevHigh,Low_vs_PrevLow,Volatility_Ratio,Volume_Spike,BB_Width,Bar_Type,Bar_Type_Code,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,DayOfMonth,D_PP,D_R1,D_S1,D_R2,D_S2,W_PP,W_R1,W_S1,W_R2,W_S2,M_PP,M_R1,M_S1,M_R2,M_S2,Body_Size,Is_Bullish,Is_Bearish,Trend_Strength,EUR_GDP,EUR_Inflation,EUR_Unemployment,EUR_InterestRate,USD_GDP,USD_Inflation,USD_Unemployment,USD_InterestRate
2009-04-27,1.32185,1.32185,1.29985,1.3023,553679,,-0.3244715385791519,-0.3431260085057175,,,-107308.0,1.309275,,0,0,0,0,2009-04-27,0.02200000000000002,0.0,-0.014789877822748388,0.0,-1,1,-0.017449999999999966,0.0,-0.0027300000000001212,-0.02200000000000002,1.4298712186486906,1.2082987982895907,,breakout_down,2,0,0.0,1.0,27,1.3079999999999998,1.3161499999999997,1.2941499999999997,1.3299999999999998,1.2859999999999998,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,,,,,,1.9549999999999956,0,1,88.85959729103195,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-04-28,1.3023,1.3166,1.29635,1.3131,490546,,-0.28446064029834517,-0.33139293486424304,,,383238.0,1.309275,,0,0,0,0,2009-04-28,0.0202500000000001,0.0,0.00829302004146504,1079999999.999992,-1,1,0.030349999999999877,2.4033609406115537,-0.005249999999999977,-0.0035000000000000586,1.235810982801724,1.1018669783800479,,breakout_up,1,1,0.7818314824680298,0.6234898018587336,28,1.3086833333333332,1.3210166666666665,1.3007666666666664,1.3289333333333333,1.288433333333333,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,,,,,,1.079999999999992,1,0,53.330699718531754,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-04-29,1.31305,1.3339,1.312,1.32655,480476,,-0.14257790642824286,-0.293629929177043,,,863714.0,1.311175,,0,0,0,0,2009-04-29,0.02190000000000003,-4.999999999988347e-05,0.01024293656233338,1349999999.9999845,1,1,0.002650000000000041,19.857123945596364,0.017300000000000093,0.015650000000000164,1.2772657601034756,1.1031089942196932,,breakout_up,1,2,0.9749279121818236,-0.22252093395631434,29,1.3241500000000002,1.3363000000000003,1.3144000000000002,1.3460500000000002,1.3022500000000001,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,,,,,,1.3499999999999845,1,0,61.64102095794633,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-04-30,1.32655,1.33855,1.31905,1.3244,476347,50.992494804632344,-0.04694239805220768,-0.24429242295207595,,,387367.0,1.3135,,0,0,0,0,2009-04-30,0.01949999999999985,0.0,-0.0016207455429496623,0.0,1,1,-0.015599999999999836,1.5999997866667306,0.004649999999999821,0.007050000000000001,1.1287334377903673,0.9907243408371076,,neutral,0,3,0.43388373911755823,-0.900968867902419,30,1.3273333333333335,1.335616666666667,1.316116666666667,1.3468333333333333,1.3078333333333336,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.21499999999998742,0,1,11.025075637146251,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-01,1.32435,1.33275,1.3227,1.32705,312921,52.11206267613042,0.049660264043582814,-0.18550188555294422,,,700288.0,1.3135,,1,0,0,0,2009-05-01,0.010050000000000114,-5.0000000000105516e-05,0.0020009060706735436,270000000.00001466,1,1,0.0047999999999999154,5.090906005511842,-0.005799999999999805,0.003649999999999931,0.5362859905930689,0.6844102721578524,,breakout_up,1,4,-0.433883739117558,-0.9009688679024191,1,1.3275,1.3322999999999998,1.3222499999999997,1.33755,1.3174499999999998,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.2700000000000147,1,0,26.862998706597516,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-03,1.32678,1.32899,1.32636,1.32873,41271,54.4617745225732,0.13818189088168342,-0.1207651302660187,,,741559.0,1.31745,,0,0,0,0,2009-05-03,0.00262999999999991,-0.00026999999999999247,0.0012659658641346625,194999999.99998963,1,1,-0.0009700000000001374,5.2618922335884095,-0.0037600000000002076,0.0036599999999999966,0.17691375104844337,0.10193226990773933,,breakout_up,1,6,-0.7818314824680299,0.6234898018587334,3,1.3280266666666665,1.329693333333333,1.327063333333333,1.3306566666666664,1.3253966666666666,1.3069499999999998,1.3254499999999996,1.2837999999999996,1.3485999999999998,1.2652999999999999,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.19499999999998963,1,0,74.11630558722777,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-04,1.32872,1.34375,1.3212,1.3415,418708,66.51864181828611,0.3078306652889218,-0.03504597115503061,,,1160267.0,1.32005,,0,0,0,0,2009-05-04,0.02255000000000007,-1.0000000000065512e-05,0.009610680875723396,1278000000.0000012,1,1,0.011090000000000044,1.9986699469854001,0.014760000000000106,-0.005160000000000053,1.4713557698449893,1.0813147627247655,,breakout_up,1,0,0.0,1.0,4,1.3354833333333334,1.3497666666666668,1.3272166666666667,1.3580333333333334,1.3129333333333333,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.2780000000000014,1,0,56.67154449913517,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-05,1.34145,1.34355,1.3282,1.33035,409810,62.33873597384685,0.3482924610178184,0.041621715279539194,,,750457.0,1.32005,,0,0,0,0,2009-05-05,0.015349999999999975,-4.999999999988347e-05,-0.00831159150204994,0.0,1,1,-0.02391999999999994,0.1584905540761841,-0.00019999999999997797,0.007000000000000117,1.0951768625016503,1.0957140924430697,,breakout_down,2,1,0.7818314824680298,0.6234898018587336,5,1.3340333333333334,1.3398666666666668,1.3245166666666668,1.3493833333333334,1.3186833333333334,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.110000000000011,0,1,72.30799296462855,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-06,1.3303,1.33745,1.32455,1.33,501113,67.96732348872492,0.3732321304804165,0.10794379831971465,,,249344.0,1.32005,,0,0,0,0,2009-05-06,0.012900000000000134,-4.999999999988347e-05,-0.0002630886608786037,0.0,1,1,0.010800000000000143,1.243478044612481,-0.006099999999999994,-0.003650000000000153,1.0160679728995055,1.3523378970517281,,neutral,0,2,0.9749279121818236,-0.22252093395631434,6,1.3306666666666667,1.3367833333333334,1.3238833333333333,1.3435666666666668,1.3177666666666665,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.029999999999996696,0,1,2.3254011316949375,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-07,1.33,1.347,1.32515,1.3386,368692,69.47686145546004,0.45712238854394016,0.17777951636455974,1.3469185781599287,1.2882094218400713,618036.0,1.321675,,0,0,0,0,2009-05-07,0.021849999999999925,0.0,0.00646616541353379,859999999.999994,1,1,0.008949999999999791,3.5051539164630747,0.009549999999999947,0.000600000000000156,1.4512485752358757,0.9095504374793215,0.02227943245083288,breakout_up,1,3,0.43388373911755823,-0.900968867902419,7,1.3369166666666665,1.348683333333333,1.326833333333333,1.3587666666666665,1.3150666666666666,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.8599999999999941,1,0,39.35746647750661,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-08,1.33855,1.365,1.33415,1.3639,371897,73.60746893080707,0.719462364080381,0.28611608590772397,1.3555808864626009,1.283722113537399,989933.0,1.3385,,0,0,0,0,2009-05-08,0.030850000000000044,-5.0000000000105516e-05,0.018900343642611592,2534999999.999998,1,1,0.016699999999999937,6.011362270145013,0.018000000000000016,0.008999999999999897,1.4903380922541984,0.9605321168733435,0.027226420335501114,breakout_up,1,4,-0.433883739117558,-0.9009688679024191,8,1.35435,1.37455,1.3437,1.3852,1.3235,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,2.5349999999999984,1,0,82.16913552234918,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-10,1.3644,1.3656,1.36145,1.36315,21992,70.63135650640353,0.9108174746678577,0.41105636365975073,1.3627234857628474,1.281039514237153,967941.0,1.342325,,0,0,0,0,2009-05-10,0.004149999999999876,0.000500000000000167,-0.0005498936872203288,0.0,1,1,-0.026049999999999685,0.40677952312553944,0.0005999999999999339,0.027300000000000102,0.24383077298290867,0.06462101999073214,0.03089685855498426,breakout_down,2,6,-0.7818314824680299,0.6234898018587334,10,1.3634000000000002,1.3653500000000003,1.3612000000000004,1.36755,1.3592500000000003,1.3272,1.35805,1.3106499999999999,1.3746,1.2797999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.12499999999999734,0,1,30.113225728740318,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-11,1.36315,1.3667,1.3557,1.3584,598774,64.84273237571534,1.0124681456447293,0.5313387200567465,1.3676323097600074,1.2815406902399928,369167.0,1.34395,,0,0,0,0,2009-05-11,0.01100000000000012,0.0,-0.003484576165499051,0.0,1,1,-0.004000000000000226,0.47651000315300046,0.001100000000000101,-0.005750000000000144,0.681114508909325,1.7003258531460044,0.032497545254696183,breakout_down,2,0,0.0,1.0,11,1.3602666666666667,1.3648333333333336,1.3538333333333334,1.3712666666666669,1.3492666666666666,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.4750000000000032,0,1,43.17789291882538,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-12,1.35835,1.37075,1.35625,1.36765,783378,68.58765454361085,1.1543600599924764,0.6559429880438925,1.373497739692181,1.2823702603078189,1152545.0,1.345975,,1,0,0,0,2009-05-12,0.014499999999999957,-5.0000000000105516e-05,0.006809481743227311,930000000.0000086,1,1,0.014000000000000012,5.9047590929718705,0.004049999999999887,0.0005500000000000504,0.8803885318525464,2.0461448128223747,0.034311750175738676,breakout_up,1,1,0.7818314824680298,0.6234898018587336,12,1.3648833333333332,1.3735166666666665,1.3590166666666665,1.3793833333333332,1.3503833333333333,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.9300000000000086,1,0,64.13350803392947,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-13,1.36765,1.3722,1.3534,1.354,612236,72.03750205861036,1.1434849494672994,0.753451380328574,1.3744721060957523,1.2877558939042475,540309.0,1.3467,,0,0,0,0,2009-05-13,0.01880000000000015,0.0,-0.009980623697583402,0.0,1,1,-0.02289999999999992,0.3192982232071439,0.0014500000000001734,-0.002850000000000019,1.1853719303044252,1.483176194217306,0.03257279696793792,breakout_down,2,2,0.9749279121818236,-0.22252093395631434,13,1.3598666666666668,1.3663333333333336,1.3475333333333335,1.378666666666667,1.3410666666666666,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.364999999999994,0,1,72.60252114249153,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-14,1.354,1.3665,1.35245,1.3631,442765,71.62628890339082,1.1945259888054949,0.8416663020239582,1.376392621755283,1.2927903782447168,983074.0,1.3483749999999999,1.3303250000000002,0,0,0,0,2009-05-14,0.014050000000000118,0.0,0.006720827178729605,909999999.9999886,1,-1,0.022749999999999826,8.06451092612111,-0.005700000000000038,-0.0009500000000000064,1.1239999100800127,0.9775432096993707,0.03132128574471054,breakout_up,1,3,0.43388373911755823,-0.900968867902419,14,1.3606833333333332,1.3689166666666666,1.3548666666666664,1.3747333333333334,1.3466333333333331,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.9099999999999886,1,0,64.76407373140566,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-15,1.36305,1.365,1.3462,1.34945,387044,59.88773023809839,1.1120136864202657,0.8957357789032198,1.3761128520533972,1.2979401479466026,596030.0,1.3483749999999999,1.3303250000000002,0,0,0,0,2009-05-15,0.018799999999999928,-4.999999999988347e-05,-0.010013938815934223,0.0,1,-1,-0.022749999999999826,0.11572699609928169,-0.0015000000000000568,-0.006249999999999867,1.2184056242121994,0.8605374167824833,0.029233790073841838,breakout_down,2,4,-0.433883739117558,-0.9009688679024191,15,1.35355,1.3609,1.3421,1.37235,1.33475,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.3600000000000056,0,1,72.33657784160475,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-17,1.34778,1.3489,1.3442,1.3453,27060,58.87096074538669,1.0015893619142124,0.9169064955054184,1.3761389838135651,1.3011940161864348,568970.0,1.348675,1.3303250000000002,0,0,0,0,2009-05-17,0.0046999999999999265,-0.0016700000000000603,-0.0030753269850680633,0.0,1,-1,0.009499999999999842,0.3128490746231736,-0.016100000000000003,-0.0020000000000000018,0.331686638554219,0.06576019981768905,0.02799239675122429,breakout_down,2,6,-0.7818314824680299,0.6234898018587334,17,1.3461333333333334,1.3480666666666667,1.3433666666666668,1.3508333333333333,1.3414333333333335,1.3498833333333333,1.3752166666666668,1.3330666666666666,1.3920333333333335,1.3077333333333332,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.24800000000000377,0,1,52.75473303552598,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-18,1.3454,1.3563,1.3423,1.355,474749,61.19342525664438,0.9810393713534538,0.9297330706750255,1.3776971092035561,1.3027408907964435,1043719.0,1.353175,1.3303250000000002,0,0,0,0,2009-05-18,0.014000000000000012,9.999999999998899e-05,0.007210287668178133,960000000.0000052,1,-1,0.01385000000000014,3.5161278980234365,0.007400000000000073,-0.0019000000000000128,0.9950248049022872,1.1611566538757738,0.027964167927474665,breakout_up,1,0,0.0,1.0,18,1.3511999999999997,1.3600999999999994,1.3460999999999994,1.3651999999999997,1.3371999999999997,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.9600000000000053,1,0,68.56653096207445,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-19,1.355,1.3668,1.353,1.3643,510900,63.42567458323068,1.0279470497305931,0.9493758664861391,1.3802451603009596,1.3044378396990406,1554619.0,1.35725,1.3303250000000002,0,0,0,0,2009-05-19,0.013800000000000034,0.0,0.00686346863468641,930000000.0000086,1,1,-0.00039999999999995595,5.899997050001486,0.010499999999999954,0.010699999999999932,1.0558530179148442,1.207574462955541,0.028236972687443955,breakout_up,1,1,0.7818314824680298,0.6234898018587336,19,1.3613666666666668,1.3697333333333337,1.3559333333333337,1.3751666666666669,1.3475666666666668,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.9300000000000086,1,0,67.3864212738212,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-20,1.3642,1.3829,1.35835,1.3783,502465,63.76214739962567,1.1646644951858631,0.992433592226084,1.382343150020552,1.3099398499794481,2057084.0,1.3626,1.3356750000000002,0,0,0,0,2009-05-20,0.024550000000000072,-9.999999999998899e-05,0.01026167265264239,1410000000.0,1,1,0.0046999999999999265,3.1965806501570704,0.016100000000000003,0.005349999999999966,1.6183255360365554,1.1520825026488253,0.026892900927323844,breakout_up,1,2,0.9749279121818236,-0.22252093395631434,20,1.3731833333333334,1.388016666666667,1.3634666666666668,1.3977333333333335,1.3486333333333334,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.4100000000000001,1,0,57.431469186591016,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-21,1.3782,1.39405,1.3728,1.39405,544907,73.0296383050259,1.384147798660118,1.0707764335128909,1.3888535383019798,1.31152446169802,2601991.0,1.368175,1.34125,0,0,0,0,2009-05-21,0.02124999999999999,-9.999999999998899e-05,0.0114271203656678,1584999999.999992,1,1,0.0017499999999999183,2.93518464163242,0.011149999999999993,0.014450000000000074,1.3569603220331838,1.1156346956499996,0.028636389626447448,breakout_up,1,3,0.43388373911755823,-0.900968867902419,21,1.3869666666666667,1.4011333333333333,1.3798833333333334,1.4082166666666667,1.3657166666666667,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,1.584999999999992,1,0,74.58472542468554,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-22,1.39405,1.405,1.38995,1.39955,622012,74.24188888542045,1.5842085315967758,1.173462853129668,1.3966660745157657,1.3110119254842343,3224003.0,1.37365,1.3506749999999998,0,0,0,0,2009-05-22,0.015050000000000008,0.0,0.003945339119830752,550000000.000006,1,1,-0.01024999999999987,2.670731055919263,0.010950000000000015,0.01715,0.8488437197493666,1.2674681040265559,0.03163380171802697,breakout_up,1,4,-0.433883739117558,-0.9009688679024191,22,1.3981666666666666,1.406383333333333,1.391333333333333,1.4132166666666666,1.3831166666666665,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.550000000000006,1,0,36.54242243040368,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
2009-05-24,1.40169,1.4048,1.4016,1.40255,18376,73.19549492392512,1.7468292365289573,1.288136129809526,1.4034295906296157,1.3120634093703842,3242379.0,1.37365,1.3506749999999998,0,0,0,1,2009-05-24,0.0032000000000000917,0.0021400000000000308,0.0021435461398305825,85999999.99998608,1,1,-0.0025000000000001688,34.55517160914787,-0.00019999999999997797,0.011649999999999938,0.2055234293177042,0.04435953626227927,0.03364625914776392,breakout_up,1,6,-0.7818314824680299,0.6234898018587334,24,1.4029833333333332,1.4043666666666665,1.4011666666666664,1.4061833333333333,1.3997833333333332,1.3564999999999998,1.3706999999999996,1.3407999999999995,1.3863999999999999,1.3265999999999998,1.3171333333333333,1.3458166666666664,1.2957166666666666,1.367233333333333,1.2670333333333335,0.08599999999998609,1,0,26.8666041861867,0.379587908971952,91.8,9.6,0.7821,14448.882,213.022,9.4,0.18
