DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,OBV,Tenkan_sen,Kijun_sen,Bullish_Engulfing,Bearish_Engulfing,Hammer,Shooting_Star,DateTime_norm,Range,Gap_Open,Close_vs_Previous_Close,Up_Down_Ratio,Trend_Direction_10,Trend_Direction_5,Price_Momentum,Range_Asymmetry,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,DayOfMonth,D_PP,D_R1,D_S1,D_R2,D_S2,W_PP,W_R1,W_S1,W_R2,W_S2,M_PP,M_R1,M_S1,M_R2,M_S2,Body_Size,Is_Bullish,Is_Bearish,Trend_Strength,High_vs_PrevHigh,Low_vs_PrevLow,Volatility_Ratio,Volume_Spike,BB_Width,Bar_Type,Bar_Type_Code,NZD_GDP,NZD_Inflation,NZD_Unemployment,NZD_InterestRate,USD_GDP,USD_Inflation,USD_Unemployment,USD_InterestRate
2009-04-24,0.56005,0.57375,0.55985,0.572,87468,,-0.8072109333748023,-0.628103418802872,,,-233005.0,0.566075,,0,0,0,0,2009-04-24,0.013900000000000023,-0.00019999999999997797,0.020972780008924455,1194999999.9999905,-1,1,0.006699999999999928,68.49965750168168,4,-0.433883739117558,-0.9009688679024191,24,0.5685333333333333,0.5772166666666667,0.5633166666666667,0.5824333333333334,0.5546333333333333,0.5640666666666666,0.5795333333333332,0.5362333333333332,0.6073666666666666,0.5207666666666666,,,,,,1.1949999999999905,1,0,85.965038486439,0.011249999999999982,0.007199999999999984,1.0570341401494954,1.140657337240358,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-04-26,0.57076,0.57076,0.564,0.5664,5450,,-0.7736100451074979,-0.6572047440637973,,,-238455.0,0.563975,,0,0,0,0,2009-04-26,0.006760000000000099,-0.0012399999999999078,-0.009790209790209684,0.0,-1,1,-0.017349999999999866,0.0,6,-0.7818314824680299,0.6234898018587334,26,0.5670533333333333,0.5701066666666667,0.5633466666666666,0.5738133333333334,0.5602933333333332,0.5640666666666666,0.5795333333333332,0.5362333333333332,0.6073666666666666,0.5207666666666666,,,,,,0.43600000000000305,0,1,64.48750184883843,-0.002989999999999937,0.004149999999999987,0.6436868554859286,0.07996947953808337,,breakout_down,2,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-04-27,0.5664,0.57075,0.5621,0.5627,108807,,-0.7679841634723461,-0.679360627945507,,,-347262.0,0.5616,,0,0,0,0,2009-04-27,0.008649999999999936,0.0,-0.006532485875706279,0.0,-1,1,0.0018999999999999018,1.0116276717144936,0,0.0,1.0,27,0.5651833333333333,0.5682666666666665,0.5596166666666665,0.5738333333333332,0.5565333333333333,0.56235,0.5741,0.55095,0.5855,0.5392,,,,,,0.37000000000000366,0,1,42.76962200901704,-1.0000000000065512e-05,-0.0018999999999999018,0.9369583040556342,1.6299404390968548,,neutral,0,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-04-28,0.56265,0.5627,0.5527,0.56135,131002,30.681812758265423,-0.765593695940836,-0.6966072415445729,,,-478264.0,0.561175,,0,0,1,0,2009-04-28,0.010000000000000009,-4.999999999999449e-05,-0.0023991469699661673,0.0,-1,1,0.0023500000000000743,0.005025125123102442,1,0.7818314824680298,0.6234898018587336,28,0.5589166666666666,0.5651333333333333,0.5551333333333333,0.5689166666666666,0.5489166666666666,0.56235,0.5741,0.55095,0.5855,0.5392,,,,,,0.12999999999999678,0,1,12.99870012998667,-0.008050000000000002,-0.009400000000000075,1.0170869592059635,1.8524693322020453,,breakout_down,2,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-04-29,0.5613,0.57765,0.56125,0.56485,114650,33.61547193933967,-0.7270758801148358,-0.7027009692586255,,,-363614.0,0.563125,,1,0,0,1,2009-04-29,0.01639999999999997,-4.999999999999449e-05,0.006234969270508502,354999999.99999416,-1,1,0.00484999999999991,326.9934601308329,2,0.9749279121818236,-0.22252093395631434,29,0.5679166666666666,0.5745833333333332,0.5581833333333333,0.5843166666666666,0.5515166666666667,0.56235,0.5741,0.55095,0.5855,0.5392,,,,,,0.3549999999999942,1,0,21.64502164502133,0.014950000000000019,0.008550000000000058,1.4719079633900554,1.5065227903456198,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-04-30,0.5647,0.57535,0.5625,0.56605,93954,39.10990495564843,-0.6790396895945849,-0.6979687133258173,,,-269660.0,0.564125,,0,0,0,0,2009-04-30,0.012850000000000028,-0.00014999999999998348,0.0021244578206605115,135000000.00000733,-1,-1,-0.0022999999999998577,4.840906890496934,3,0.43388373911755823,-0.900968867902419,30,0.5679666666666666,0.5734333333333332,0.5605833333333332,0.5808166666666666,0.5551166666666666,0.56235,0.5741,0.55095,0.5855,0.5392,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.13500000000000734,1,0,10.505019064664777,-0.0022999999999999687,0.0012499999999999734,1.1754481178697311,1.1073134972173835,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-01,0.56625,0.5742,0.56305,0.5686,53850,43.48724178054606,-0.613324273208693,-0.6810398253023925,,,-215810.0,0.56515,,0,0,0,0,2009-05-01,0.011149999999999993,0.00019999999999997797,0.004504902393781364,234999999.9999963,1,1,0.0013499999999998513,2.484374223633074,4,-0.433883739117558,-0.9009688679024191,1,0.5686166666666667,0.5741833333333333,0.5630333333333333,0.5797666666666667,0.5574666666666667,0.56235,0.5741,0.55095,0.5855,0.5392,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.23499999999999632,1,0,21.0743431082411,-0.0011499999999999844,0.0005500000000000504,0.9441150767049051,0.646440734529531,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-04,0.57295,0.5785,0.57085,0.5769,109347,52.02348918630745,-0.48863755925154795,-0.6425593720922236,,,-106463.0,0.5655749999999999,,0,0,0,0,2009-05-04,0.007650000000000046,0.004349999999999965,0.014597256419275367,395000000.0000009,1,1,0.005750000000000033,2.6428558843543786,0,0.0,1.0,4,0.5754166666666667,0.5799833333333334,0.5723333333333334,0.5830666666666667,0.5677666666666666,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.3950000000000009,1,0,51.62723826950706,0.0042999999999999705,0.007799999999999918,0.6589146719281109,1.2539232763672123,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-05,0.57715,0.58645,0.57405,0.57816,139918,57.56895664521225,-0.37532873709993364,-0.5891132450937656,,,33455.0,0.5695749999999999,,0,0,0,0,2009-05-05,0.012400000000000078,0.0002500000000000835,0.002184087363494607,100999999.99999553,1,1,-0.007039999999999935,2.9999990322582692,1,0.7818314824680298,0.6234898018587336,5,0.5795533333333333,0.5850566666666666,0.5726566666666665,0.5919533333333333,0.5671533333333332,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.10099999999999554,1,0,8.144504475445117,0.007950000000000013,0.0031999999999999806,1.0256409408072056,1.4773885158642932,,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-06,0.57855,0.5904,0.5752,0.58755,140231,62.45352076394932,-0.20737078541874787,-0.512764753158762,0.5906020352987309,0.5485589647012692,173686.0,0.57155,,0,0,0,0,2009-05-06,0.015199999999999991,0.00039000000000000146,0.016241178912411804,900000000.0000007,1,1,0.00812999999999997,3.5373123769217245,2,0.9749279121818236,-0.22252093395631434,6,0.5843833333333334,0.5935666666666667,0.5783666666666667,0.5995833333333334,0.5691833333333334,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.9000000000000008,1,0,59.20663114268807,0.003950000000000009,0.0011500000000000954,1.2827003136961725,1.424131974241285,0.03690704871712393,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-07,0.5876,0.59885,0.58545,0.5933,134113,79.42006913888312,-0.027547651931569828,-0.4157213329133236,0.5909783713294595,0.5483176286705403,307799.0,0.5757749999999999,,0,0,0,0,2009-05-07,0.013399999999999967,4.999999999999449e-05,0.009786401157348367,570000000.0000038,1,1,-0.0036399999999999766,5.232555705788072,3,0.43388373911755823,-0.900968867902419,7,0.5925333333333334,0.5996166666666667,0.5862166666666667,0.6059333333333333,0.5791333333333334,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.5700000000000038,1,0,42.53413924334044,0.008449999999999958,0.010249999999999981,1.1204012441136042,1.3003989054824652,0.037444827844589496,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-08,0.59335,0.6054,0.59029,0.6035,117039,80.20406635568807,0.19502087318723493,-0.2935728916932119,0.5963702477500074,0.5450557522499925,424838.0,0.5790500000000001,,0,0,0,0,2009-05-08,0.015110000000000068,4.999999999999449e-05,0.017191977077363873,1014999999.9999992,1,1,0.004449999999999954,3.937907209834166,4,-0.433883739117558,-0.9009688679024191,8,0.59973,0.60917,0.5940599999999999,0.61484,0.5846199999999999,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,1.0149999999999992,1,0,67.16961154126098,0.006550000000000056,0.0048399999999999554,1.1849120777201971,1.0240429919739942,0.04495648023621493,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-10,0.60298,0.6067,0.60215,0.6064,6893,85.31032835386769,0.3903093658223389,-0.15679644019010175,0.6022406224280403,0.5420203775719596,431731.0,0.583975,,0,0,0,0,2009-05-10,0.004550000000000054,-0.000520000000000076,0.004805302402651224,342000000.00000894,1,1,-0.007299999999999973,4.4819223109370565,6,-0.7818314824680299,0.6234898018587334,10,0.6050833333333333,0.6080166666666666,0.6034666666666666,0.6096333333333334,0.6005333333333333,0.5693666666666667,0.5860333333333334,0.5602333333333334,0.5951666666666667,0.5435666666666666,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.34200000000000896,1,0,75.14831905075916,0.0012999999999999678,0.011859999999999982,0.37504118240676393,0.06621536853612386,0.05262806715497991,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-11,0.6066,0.61252,0.5959,0.60035,107553,77.27889684483604,0.490603092350439,-0.027316533681993604,0.6061116862431052,0.5408043137568949,324178.0,0.58751,,0,1,0,0,2009-05-11,0.016619999999999968,0.00019999999999997797,-0.009976912928759893,0.0,1,1,-0.008950000000000014,0.5532709763298062,0,0.0,1.0,11,0.6029233333333334,0.6099466666666667,0.5933266666666668,0.6195433333333333,0.5863033333333334,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.6249999999999978,0,1,37.60303230852529,0.005819999999999936,-0.006249999999999978,1.2808260418598885,1.0569820784867046,0.05694172229904093,breakout_down,2,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-12,0.60035,0.6094,0.59595,0.6063,108703,75.33233301842453,0.6110542673527952,0.10035762652496416,0.6110357192704894,0.5397752807295106,432881.0,0.587785,,0,0,0,0,2009-05-12,0.013450000000000073,0.0,0.009910885316898307,594999999.99999,1,1,0.0119999999999999,2.056817714359578,1,0.7818314824680298,0.6234898018587336,12,0.6038833333333334,0.6118166666666669,0.5983666666666668,0.6173333333333335,0.5904333333333334,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.59499999999999,1,0,44.23462939558299,-0.0031199999999999006,4.999999999999449e-05,1.0652620730823676,1.0745639832305318,0.06192193020151427,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-13,0.6063,0.61045,0.58805,0.5918,130487,66.57962229615259,0.5827917489944934,0.19684445101887,0.6127689847664554,0.5404770152335444,302394.0,0.591685,0.58056,0,0,0,0,2009-05-13,0.022400000000000087,0.0,-0.023915553356424143,0.0,1,-1,-0.020449999999999857,0.22739724781385495,2,0.9749279121818236,-0.22252093395631434,13,0.5967666666666668,0.6054833333333336,0.5830833333333335,0.6191666666666669,0.5743666666666667,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,1.4499999999999957,0,1,64.7292531583407,0.0010499999999999954,-0.007900000000000018,1.5527518679639638,1.2449457798334826,0.06268564504671141,breakout_down,2,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-14,0.5918,0.5986,0.58615,0.5935,124295,70.64341837791082,0.567568502428939,0.2709892613008838,0.6136033341161536,0.5438226658838464,426689.0,0.593285,0.58056,0,0,0,0,2009-05-14,0.012450000000000072,0.0,0.002872592091923006,170000000.00000346,1,-1,0.016199999999999992,1.203539609992985,3,0.43388373911755823,-0.900968867902419,14,0.59275,0.59935,0.5869,0.6052000000000001,0.5802999999999999,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.17000000000000348,1,0,13.653521805477673,-0.011850000000000027,-0.0019000000000000128,0.8960701816560994,1.1111866037177427,0.06028952875754315,neutral,0,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-15,0.5932,0.5946,0.58314,0.58455,112588,64.11191122181562,0.477777428881232,0.31234689481695344,0.6137005876580421,0.546270412341958,314101.0,0.59386,0.58056,0,0,0,0,2009-05-15,0.011460000000000026,-0.000300000000000078,-0.015080033698399348,0.0,1,-1,-0.010650000000000048,0.13916499610686656,4,-0.433883739117558,-0.9009688679024191,15,0.58743,0.59172,0.58026,0.59889,0.57597,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.8649999999999936,0,1,75.47334438530596,-0.0040000000000000036,-0.003009999999999957,0.7501963373791343,1.003619118931727,0.058130914652023497,breakout_down,2,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-17,0.58514,0.587,0.58365,0.5846,9435,62.53967142151876,0.4023824005588872,0.3303539959653402,0.6131218975814974,0.5497891024185027,323536.0,0.59783,0.58056,0,0,0,0,2009-05-17,0.003349999999999964,0.0005899999999999794,8.553588230261653e-05,0.0,1,-1,0.009000000000000008,1.248321309851459,6,-0.7818314824680299,0.6234898018587334,17,0.5850833333333333,0.5865166666666666,0.5831666666666666,0.5884333333333333,0.5817333333333333,0.59564,0.61723,0.5787599999999999,0.63411,0.5571699999999999,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.053999999999998494,0,1,16.11459265890751,-0.007600000000000051,0.0005100000000000104,0.2654095812541888,0.09517449666460452,0.054460569256008,neutral,0,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-18,0.5844,0.59795,0.58315,0.5955,133170,66.6478130800522,0.42567823420309736,0.34941884361289166,0.6138209242496786,0.5526150757503214,456706.0,0.59783,0.58056,1,0,0,0,2009-05-18,0.014800000000000035,-0.00019999999999997797,0.018645227505987034,1109999999.9999998,1,-1,0.010850000000000026,10.839991328006167,0,0.0,1.0,18,0.5922,0.60125,0.5864499999999999,0.607,0.5773999999999999,0.5963633333333332,0.6095866666666665,0.5822766666666664,0.6236733333333333,0.5690533333333332,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,1.1099999999999999,1,0,74.99493277481233,0.010950000000000015,-0.000500000000000056,1.147998669872892,1.3529741657827543,0.05247253033549376,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-19,0.5955,0.60615,0.5936,0.603,132279,68.41540730390041,0.49890798154027527,0.37931667119836837,0.61610989770226,0.5534261022977401,588985.0,0.59783,0.58056,0,0,0,0,2009-05-19,0.01254999999999995,0.0,0.012594458438287071,749999999.9999951,1,1,-0.0034000000000000696,5.6052602077577145,1,0.7818314824680298,0.6234898018587336,19,0.6009166666666667,0.6082333333333333,0.5956833333333333,0.6134666666666666,0.5883666666666667,0.5963633333333332,0.6095866666666665,0.5822766666666664,0.6236733333333333,0.5690533333333332,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.7499999999999951,1,0,59.756194725519734,0.008199999999999985,0.01045000000000007,1.1490568440709665,1.346430628983682,0.05359714903801642,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-20,0.60295,0.61125,0.5985,0.60645,137746,66.68547788146034,0.5781175216871826,0.4190768412961312,0.6182883134928233,0.5552526865071766,726731.0,0.59783,0.58056,0,0,0,0,2009-05-20,0.012749999999999928,-4.999999999999449e-05,0.005721393034825977,350000000.00000584,1,1,-0.004049999999999887,1.8651681201869525,2,0.9749279121818236,-0.22252093395631434,20,0.6054,0.6123000000000001,0.5995500000000001,0.61815,0.5926500000000001,0.5963633333333332,0.6095866666666665,0.5822766666666664,0.6236733333333333,0.5690533333333332,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.35000000000000586,1,0,27.448827542938425,0.005099999999999993,0.0049000000000000155,1.160990606356706,1.3731359947525106,0.05371403886035391,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-21,0.6065,0.61495,0.6015,0.61465,138334,69.1067026129036,0.6990011497602588,0.4750617029889568,0.6210953155432181,0.5576406844567822,865065.0,0.599045,0.582775,0,0,0,0,2009-05-21,0.013449999999999962,4.999999999999449e-05,0.013521312556682307,814999999.999999,1,1,0.004749999999999921,1.6899996620000575,3,0.43388373911755823,-0.900968867902419,21,0.6103666666666667,0.6192333333333334,0.6057833333333335,0.6238166666666667,0.5969166666666668,0.5963633333333332,0.6095866666666665,0.5822766666666664,0.6236733333333333,0.5690533333333332,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.8149999999999991,1,0,60.59029068470756,0.0037000000000000366,0.0030000000000000027,1.1818979629263653,1.2192421932151594,0.053832775938607344,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
2009-05-22,0.61465,0.62375,0.6125,0.6197,121970,67.63575483378423,0.8260296201906159,0.5452552864292886,0.6238957678021918,0.5606752321978082,987035.0,0.603445,0.5882000000000001,0,0,0,0,2009-05-22,0.011249999999999982,0.0,0.008216057919140972,504999999.9999999,1,1,-0.003149999999999986,4.232556170904134,4,-0.433883739117558,-0.9009688679024191,22,0.61865,0.6248,0.61355,0.6299,0.6074,0.5963633333333332,0.6095866666666665,0.5822766666666664,0.6236733333333333,0.5690533333333332,0.5693333333333334,0.5900666666666667,0.5453166666666667,0.6140833333333334,0.5245833333333333,0.5049999999999999,1,0,44.88489912007828,0.00880000000000003,0.01100000000000001,0.8680554885759659,1.0615252996717943,0.05336998415261183,breakout_up,1,85.6151943478589,91.30707,6.2,2.82,14448.882,213.022,9.4,0.18
