DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,OBV,Tenkan_sen,Kijun_sen,Bullish_Engulfing,Bearish_Engulfing,Hammer,Shooting_Star,DateTime_norm,Range,Gap_Open,Close_vs_Previous_Close,Up_Down_Ratio,Trend_Direction_10,Trend_Direction_5,Price_Momentum,Range_Asymmetry,High_vs_PrevHigh,Low_vs_PrevLow,Volatility_Ratio,Volume_Spike,BB_Width,Bar_Type,Bar_Type_Code,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,DayOfMonth,D_PP,D_R1,D_S1,D_R2,D_S2,W_PP,W_R1,W_S1,W_R2,W_S2,M_PP,M_R1,M_S1,M_R2,M_S2,Body_Size,Is_Bullish,Is_Bearish,Trend_Strength,EUR_GDP,EUR_Inflation,EUR_Unemployment,EUR_InterestRate,GBP_GDP,GBP_Inflation,GBP_Unemployment,GBP_InterestRate
2009-04-27,0.9025,0.9055,0.88815,0.89055,304463,,0.38849184001461534,0.23435384784955265,,,15363.0,0.893725,,0,0,0,0,2009-04-27,0.017349999999999977,0.0,-0.013240997229916916,0.0,1,1,-0.012399999999999967,0.20905921888089124,0.0021999999999999797,-0.013299999999999979,1.4470390786456089,1.2344814527537504,,breakout_down,2,0,0.0,1.0,27,0.8947333333333333,0.9013166666666665,0.8839666666666666,0.9120833333333332,0.8773833333333333,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,,,,,,1.1950000000000016,0,1,68.87211111751502,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-04-28,0.89055,0.89935,0.88815,0.8968,307028,,0.4070667858536714,0.26889643545037645,,,322391.0,0.89375,,0,0,0,0,2009-04-28,0.011199999999999988,0.0,0.007018134860479579,625000000.0000088,1,-1,0.018200000000000105,3.6666651388896025,-0.006149999999999989,0.0,1.0438023258338904,1.2509513697279397,,breakout_up,1,1,0.7818314824680298,0.6234898018587336,28,0.8947666666666668,0.9013833333333336,0.8901833333333337,0.9059666666666668,0.8835666666666668,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,,,,,,0.6250000000000089,1,0,55.79858941166053,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-04-29,0.8968,0.90185,0.895,0.8978,316673,,0.424958076344617,0.30010876362922456,,,639064.0,0.89375,,0,0,0,0,2009-04-29,0.006850000000000023,0.0,0.0011150758251561115,100000000.00000009,1,1,-0.005250000000000088,2.8055539969144085,0.0025000000000000577,0.006850000000000023,0.6611968473748231,1.2710425243523482,,breakout_up,1,2,0.9749279121818236,-0.22252093395631434,29,0.8982166666666668,0.9014333333333335,0.8945833333333335,0.9050666666666668,0.8913666666666668,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,,,,,,0.10000000000000009,1,0,14.596409283316268,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-04-30,0.8978,0.8998,0.89225,0.8943,386987,58.731230255972385,0.40621241417833076,0.32132949373904585,,,252077.0,0.8947,,0,0,0,0,2009-04-30,0.007550000000000057,0.0,-0.0038984183559813528,0.0,1,-1,-0.0045000000000000595,0.36036029543057413,-0.0020499999999999963,-0.00275000000000003,0.842633834527479,1.3507607097630774,,breakout_down,2,3,0.43388373911755823,-0.900968867902419,30,0.89545,0.89865,0.8910999999999999,0.903,0.8878999999999999,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.35000000000000586,0,1,46.35147662561293,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-01,0.8943,0.89845,0.8886,0.88905,217180,54.80584637451499,0.34501609864431293,0.3260668147200993,,,34897.0,0.8947,,0,0,0,0,2009-05-01,0.009850000000000025,0.0,-0.005870513250587026,0.0,-1,-1,-0.0017499999999999183,0.7280700477070019,-0.0013500000000000734,-0.003650000000000042,0.9327650631851279,0.7778722947017764,,neutral,0,4,-0.433883739117558,-0.9009688679024191,1,0.8920333333333333,0.8954666666666667,0.8856166666666667,0.9018833333333334,0.8821833333333333,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.5249999999999977,0,1,53.29408181910429,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-03,0.88945,0.89026,0.88803,0.88938,24626,54.09283903659965,0.29577093862597215,0.32000763950127387,,,59523.0,0.898065,,0,0,0,0,2009-05-03,0.0022300000000000653,0.00039999999999995595,0.0003711827231313666,0.0,1,-1,0.005579999999999918,0.5704221335056114,-0.00818999999999992,-0.0005699999999999594,0.2959129119011603,0.0974531818309528,,breakout_down,2,6,-0.7818314824680299,0.6234898018587334,3,0.8892233333333334,0.8904166666666667,0.8881866666666667,0.8914533333333334,0.8869933333333333,0.8933166666666666,0.9053333333333333,0.8785333333333333,0.9201166666666667,0.8665166666666666,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.0070000000000014495,0,1,3.137606454505264,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-04,0.8891,0.8944,0.88892,0.8923,308460,57.042692178487044,0.2771113866044783,0.31142838892191477,,,367983.0,0.898065,,1,0,0,0,2009-05-04,0.005479999999999929,-0.00027999999999994696,0.0032831860397130965,319999999.99999803,-1,-1,0.0025900000000000922,29.444280865113022,0.0041399999999999215,0.0008900000000000574,0.8573215179409253,1.2344038756904105,,breakout_up,1,0,0.0,1.0,4,0.8918733333333333,0.8948266666666665,0.8893466666666666,0.8973533333333332,0.8863933333333334,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.31999999999999806,1,0,58.383506659369125,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-05,0.8923,0.89265,0.88258,0.8837,359861,51.914144700719,0.19073012634144293,0.2872887364058204,,,8122.0,0.89404,,0,0,0,0,2009-05-05,0.010070000000000023,0.0,-0.00963801412081132,0.0,-1,-1,-0.011519999999999975,0.03600822674813246,-0.0017499999999999183,-0.006340000000000012,1.4312107118802277,1.4277898084673604,,breakout_down,2,1,0.7818314824680298,0.6234898018587336,5,0.88631,0.89004,0.87997,0.8963800000000001,0.87624,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.8599999999999941,0,1,85.39370469665297,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-06,0.8837,0.8876,0.8774,0.87875,318091,42.43175441632058,0.0813917585987034,0.24610934084439703,,,-309969.0,0.89145,,0,0,0,0,2009-05-06,0.010199999999999987,0.0,-0.0056014484553581646,0.0,-1,-1,0.003649999999999931,0.6190475207860843,-0.00505000000000011,-0.0051800000000000734,1.3481362214993071,1.244967250681498,,neutral,0,2,0.9749279121818236,-0.22252093395631434,6,0.88125,0.8851,0.8749,0.89145,0.87105,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.495000000000001,0,1,48.524654445642746,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-07,0.87875,0.89345,0.87635,0.89065,295549,55.30892892231549,0.08972902878773281,0.2148332784330642,0.9046286291689238,0.8751993708310759,-14420.0,0.8891,,0,0,0,0,2009-05-07,0.017100000000000004,0.0,0.01354196301564725,1190000000.0000021,-1,1,0.01685000000000003,6.1249974479175275,0.005850000000000022,-0.0010499999999999954,1.8966280061415257,1.0410621229637453,0.016534888935772575,breakout_up,1,3,0.43388373911755823,-0.900968867902419,7,0.8868166666666667,0.8972833333333334,0.8801833333333334,0.9039166666666667,0.8697166666666667,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,1.1900000000000022,1,0,69.58657388456825,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-08,0.89065,0.8974,0.8902,0.8953,268355,48.6560898527187,0.13233254214053414,0.1983331311745582,0.9049468917292817,0.8762611082707185,253935.0,0.8891,,0,0,0,0,2009-05-08,0.007199999999999984,0.0,0.005220906079829261,464999999.99999315,1,1,-0.00725000000000009,14.99996666673852,0.003950000000000009,0.013850000000000029,0.7192806474245103,0.9574498449770018,0.016104679198809986,breakout_up,1,4,-0.433883739117558,-0.9009688679024191,8,0.8943,0.8984,0.8912,0.9015,0.8871,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.4649999999999932,1,0,64.57436467157258,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
2009-05-10,0.89596,0.8967,0.8949,0.89585,10214,51.14121660517789,0.16859076437261145,0.19238465781416886,0.905307230743587,0.8771807692564131,264149.0,0.888075,,0,0,0,0,2009-05-10,0.0018000000000000238,0.0006599999999999939,0.0006143192226070038,0.0,-1,1,-0.0040999999999998815,0.6981125489505283,-0.0006999999999999229,0.0047000000000000375,0.19409098618816442,0.0407582454241745,0.01577932724125786,neutral,0,6,-0.7818314824680299,0.6234898018587334,10,0.8958166666666667,0.8967333333333334,0.8949333333333334,0.8976166666666667,0.8940166666666667,0.8940600000000001,0.9000900000000002,0.8862700000000001,0.9078800000000001,0.88024,0.8936666666666667,0.9087333333333334,0.8792333333333334,0.9231666666666667,0.8641666666666667,0.010999999999994348,0,1,6.107717934477625,0.379587908971952,91.8,9.6,0.7821,393068.0,87.9,7.8,1.35795
