DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,OBV,Tenkan_sen,Kijun_sen,Bullish_Engulfing,Bearish_Engulfing,Hammer,Shooting_Star,DateTime_norm,Range,Gap_Open,Close_vs_Previous_Close,Up_Down_Ratio,Trend_Direction_10,Trend_Direction_5,Price_Momentum,Range_Asymmetry,High_vs_PrevHigh,Low_vs_PrevLow,Volatility_Ratio,Volume_Spike,BB_Width,Bar_Type,Bar_Type_Code,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,DayOfMonth,D_PP,D_R1,D_S1,D_R2,D_S2,W_PP,W_R1,W_S1,W_R2,W_S2,M_PP,M_R1,M_S1,M_R2,M_S2,Body_Size,Is_Bullish,Is_Bearish,Trend_Strength,AUD_GDP,AUD_Inflation,AUD_Unemployment,AUD_InterestRate,USD_GDP,USD_Inflation,USD_Unemployment,USD_InterestRate
2009-03-31,0.6948,0.6969,0.6905,0.6922,22674,,0.0,0.0,,,0.0,,,0,0,0,0,2009-03-31,0.006399999999999961,,,0.0,0,0,,0.488371979448378,,,,,,breakout_down,2,1,0.7818314824680298,0.6234898018587336,31,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,,,,,,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.25999999999999357,0,1,40.61865333541558,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-01,0.69215,0.7,0.6859,0.6982,85644,,0.047863247863244585,0.009572649572648917,,,85644.0,,,1,0,0,0,2009-04-01,0.014100000000000001,-4.999999999999449e-05,0.008668015024559383,605000000.0,0,0,,1.2559997990400003,0.0030999999999999917,-0.0046000000000000485,,,,neutral,0,2,0.9749279121818236,-0.22252093395631434,1,0.6947,0.7035,0.6894,0.7088,0.6806,,,,,,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.605,1,0,42.90475852776399,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-02,0.6981,0.7198,0.69738,0.7196,95483,,0.25552974407673235,0.0587640684734656,,,181127.0,,,0,0,0,0,2009-04-02,0.022419999999999995,-9.999999999998899e-05,0.030650243483242585,2149999999.999996,0,0,0.01539999999999997,30.138847029376787,0.01980000000000004,0.011480000000000046,,,,breakout_up,1,3,0.43388373911755823,-0.900968867902419,2,0.71226,0.72714,0.70472,0.73468,0.68984,,,,,,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,2.1499999999999964,1,0,95.8922438785066,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-03,0.71976,0.72285,0.70566,0.7147,77251,,0.37623107593545146,0.12225746996586279,,,103876.0,,,0,0,0,0,2009-04-03,0.01719000000000004,0.00015999999999993797,-0.006809338521400799,0.0,0,0,-0.02629999999999999,0.21914892062773875,0.003049999999999997,0.008279999999999954,,,,breakout_down,2,4,-0.433883739117558,-0.9009688679024191,3,0.7144033333333333,0.7231466666666666,0.7059566666666666,0.7315933333333333,0.6972133333333332,,,,,,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.5059999999999953,0,1,29.434006166016765,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-05,0.71562,0.71818,0.71552,0.7175,3249,,0.48884629518731737,0.19557523501015373,,,107125.0,,,0,0,0,0,2009-04-05,0.0026599999999999957,0.0009200000000000319,0.003917727717923639,187999999.99999925,0,0,0.00770000000000004,25.59974400256286,-0.004669999999999952,0.009860000000000091,0.21188464139838734,,,breakout_up,1,6,-0.7818314824680299,0.6234898018587334,5,0.7170666666666667,0.7186133333333334,0.7159533333333334,0.7197266666666667,0.7144066666666667,,,,,,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.18799999999999928,1,0,70.65013152950003,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-06,0.7175,0.7209,0.70655,0.70655,77364,,0.4841562670206856,0.2532914414122601,,,29761.0,,,0,0,0,0,2009-04-06,0.014349999999999974,0.0,-0.015261324041811868,0.0,0,1,-0.01375000000000004,0.31050225474864834,0.0027199999999999447,-0.008970000000000034,1.0145644079069263,,,breakout_down,2,0,0.0,1.0,6,0.7113333333333333,0.7161166666666665,0.7017666666666665,0.7256833333333332,0.6969833333333333,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,1.0950000000000015,0,1,76.30130304508421,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-07,0.7066,0.7169,0.7058,0.70679,65582,,0.47687882310640806,0.29800891775108973,,,95343.0,,,0,0,0,0,2009-04-07,0.011099999999999999,4.999999999999449e-05,0.0003396787205435114,19000000.000002347,0,1,0.011190000000000033,12.874983906269717,-0.0040000000000000036,-0.0007500000000000284,0.819551032224525,,,breakout_up,1,1,0.7818314824680298,0.6234898018587336,7,0.7098299999999998,0.7138599999999997,0.7027599999999997,0.7209299999999998,0.6987299999999999,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.01900000000000235,1,0,1.711557517340992,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-08,0.70674,0.71275,0.70326,0.7095,62064,,0.4873608391495754,0.33587930203078686,,,157407.0,,,0,0,0,0,2009-04-08,0.009489999999999998,-4.999999999999449e-05,0.0038342364775958773,275999999.99999845,0,-1,0.0024699999999999722,1.7270109979853148,-0.004149999999999987,-0.0025399999999999867,0.8660338687685827,,,breakout_up,1,2,0.9749279121818236,-0.22252093395631434,8,0.7085033333333334,0.7137466666666668,0.7042566666666668,0.7179933333333334,0.6990133333333334,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.27599999999999847,1,0,29.08018122431762,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-09,0.70948,0.72053,0.70852,0.71803,47974,,0.5580648592500737,0.38031641347464423,,,205381.0,0.704375,,0,0,0,0,2009-04-09,0.012009999999999965,-2.0000000000020002e-05,0.01202255109231843,854999999.9999946,0,1,0.005819999999999936,11.510404676662269,0.007780000000000009,0.005260000000000042,1.2104413212617073,,,breakout_up,1,3,0.43388373911755823,-0.900968867902419,9,0.7156933333333333,0.7228666666666665,0.7108566666666666,0.7277033333333333,0.7036833333333333,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.8549999999999947,1,0,71.18474731496106,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-10,0.71806,0.72098,0.71723,0.71901,4655,,0.6149176971151249,0.42723667020274037,,,210036.0,0.704375,,0,0,0,0,2009-04-10,0.00374999999999992,3.0000000000085514e-05,0.0013648454799940002,95000000.00000064,0,1,-0.007549999999999835,3.518068050520339,0.00044999999999995044,0.008709999999999996,0.36982244873545184,0.08589511754068559,,breakout_up,1,4,-0.433883739117558,-0.9009688679024191,10,0.7190733333333333,0.7209166666666667,0.7171666666666667,0.7228233333333333,0.7153233333333334,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.09500000000000064,1,0,25.3265795787797,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-12,0.72169,0.72299,0.72159,0.72282,734,,0.6828460721135077,0.47835855058489385,,,210770.0,0.7101850000000001,,0,0,0,0,2009-04-12,0.0014000000000000679,0.0026800000000000157,0.005298952726665804,112999999.99999642,1,1,0.002829999999999888,12.999870001286665,0.0020100000000000673,0.0043599999999999195,0.18543043901584513,0.014115384615384344,,breakout_up,1,6,-0.7818314824680299,0.6234898018587334,12,0.7224666666666666,0.7233433333333332,0.7219433333333332,0.7238666666666667,0.7210666666666665,0.7051,0.7242999999999999,0.6873499999999999,0.74205,0.6681499999999999,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.11299999999999644,1,0,80.65667380441897,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-13,0.72279,0.73269,0.72194,0.72809,34925,,0.7703244733559544,0.536751735139106,,,245695.0,0.717975,,0,0,0,0,2009-04-13,0.010749999999999926,-2.999999999997449e-05,0.00729088846462466,529999999.9999971,1,1,0.0014600000000000168,11.64704512112304,0.009699999999999931,0.0003500000000000725,1.4371655832666281,0.7442236101610604,,breakout_up,1,0,0.0,1.0,13,0.7275733333333333,0.7332066666666666,0.7224566666666666,0.7383233333333332,0.7168233333333334,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.5299999999999971,1,0,49.29773974514006,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-14,0.72808,0.7303,0.71527,0.71663,55756,,0.7386642524107923,0.5771342385934433,,,189939.0,0.717975,,0,0,0,0,2009-04-14,0.015029999999999988,-1.0000000000065512e-05,-0.015739812385831456,0.0,-1,1,-0.016730000000000023,0.17330209419968054,-0.0023900000000000032,-0.006670000000000065,1.7501162377601067,1.297997457828322,,breakout_down,2,1,0.7818314824680298,0.6234898018587336,14,0.7207333333333333,0.7261966666666667,0.7111666666666667,0.7357633333333333,0.7057033333333333,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,1.144999999999996,0,1,76.17590313352385,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-15,0.71668,0.73151,0.71462,0.72756,69681,69.64880001018889,0.7926322929533547,0.6202338494654256,,,259620.0,0.717975,,0,0,0,0,2009-04-15,0.01688999999999996,4.999999999999449e-05,0.015251943122671386,1088000000.0,1,1,0.02239000000000002,7.199025631541133,0.0012100000000000444,-0.0006499999999999284,1.7659973059392204,1.6512711382421692,,breakout_up,1,2,0.9749279121818236,-0.22252093395631434,15,0.7245633333333333,0.7345066666666666,0.7176166666666667,0.7414533333333333,0.7076733333333334,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,1.088,1,0,64.41300100645329,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-16,0.7275,0.72855,0.71369,0.71949,60422,63.916360073135685,0.7615060307806787,0.6484882857284762,,,199198.0,0.717975,,0,0,0,0,2009-04-16,0.014859999999999984,-5.999999999994898e-05,-0.011091868711858846,0.0,1,1,-0.019000000000000017,0.07603185546474589,-0.0029599999999999627,-0.0009299999999999864,1.260817812589699,1.2610063089968162,,breakout_down,2,3,0.43388373911755823,-0.900968867902419,16,0.7205766666666666,0.7274633333333332,0.7126033333333333,0.7354366666666666,0.7057166666666667,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.8010000000000073,0,1,53.899468407240974,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-17,0.71952,0.72283,0.71661,0.72075,47891,62.08336867251994,0.7384925087846383,0.6664891303397086,,,247089.0,0.717975,,0,0,0,0,2009-04-17,0.006220000000000003,3.0000000000085514e-05,0.0017512404619939666,122999999.99999532,1,-1,0.00933000000000006,1.1374566537949073,-0.005720000000000058,0.0029199999999999227,0.4878430989926994,1.0649923057079846,,neutral,0,4,-0.433883739117558,-0.9009688679024191,17,0.7200633333333334,0.7235166666666668,0.7172966666666668,0.7262833333333334,0.7138433333333334,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.12299999999999534,1,0,19.77174087767164,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-19,0.71642,0.71878,0.71587,0.71818,2165,49.04671473343173,0.6915446780608514,0.6715002398839371,,,244924.0,0.7206049999999999,,0,0,0,0,2009-04-19,0.002909999999999968,-0.004330000000000056,-0.0035657301422129186,176000000.00000948,1,-1,-0.00383,4.2909012892709075,-0.004049999999999998,-0.0007399999999999629,0.2602396476265718,0.05604931303994243,,breakout_up,1,6,-0.7818314824680299,0.6234898018587334,19,0.71761,0.7193499999999999,0.71644,0.7205199999999999,0.7147,0.7213466666666667,0.7394333333333334,0.7100033333333334,0.7507766666666666,0.6919166666666667,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.17600000000000948,1,0,60.4603229130922,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-20,0.71821,0.71974,0.69523,0.70152,68677,42.358527446435744,0.513981053669732,0.6399964026410961,,,176247.0,0.7139599999999999,,0,1,0,0,2009-04-20,0.024510000000000032,2.999999999997449e-05,-0.023197527082347055,0.0,-1,-1,-0.014090000000000047,0.06657963156746735,0.0009600000000000719,-0.02063999999999999,1.8741396334195153,1.7480401140296848,,breakout_down,2,0,0.0,1.0,20,0.7054966666666668,0.7157633333333335,0.6912533333333335,0.7300066666666668,0.6809866666666667,0.70942,0.7236100000000001,0.6873300000000001,0.7457,0.6731400000000001,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,1.6689999999999983,0,1,68.09187711639656,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-21,0.70159,0.71293,0.69755,0.70466,71420,42.58488569890964,0.3940553530365709,0.5908081927201911,,,247667.0,0.7139599999999999,,0,0,0,0,2009-04-21,0.01537999999999995,7.00000000000145e-05,0.004475994982323983,306999999.9999906,-1,-1,0.01979999999999993,2.8069299982846,-0.006810000000000094,0.0023199999999999887,1.2038195676409202,1.7154825785561865,,breakout_up,1,1,0.7818314824680298,0.6234898018587336,21,0.7050466666666666,0.7125433333333332,0.6971633333333332,0.7204266666666665,0.6896666666666667,0.70942,0.7236100000000001,0.6873300000000001,0.7457,0.6731400000000001,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.3069999999999906,1,0,19.959690527273366,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-22,0.70459,0.71166,0.7002,0.70455,78160,48.67968469084254,0.29472831860276605,0.5315922178967061,0.7328978480262804,0.6937351519737196,169507.0,0.7139599999999999,,0,0,0,0,2009-04-22,0.011459999999999915,-6.999999999990347e-05,-0.00015610365282539592,0.0,-1,-1,-0.003249999999999864,1.6104779930573823,-0.0012699999999999934,0.002650000000000041,0.9474205565955178,1.5956523780650553,0.027451135644316758,neutral,0,2,0.9749279121818236,-0.22252093395631434,22,0.70547,0.71074,0.6992800000000001,0.71693,0.6940100000000001,0.70942,0.7236100000000001,0.6873300000000001,0.7457,0.6731400000000001,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,0.004000000000004,0,1,0.34900968501911095,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
2009-04-23,0.70451,0.71559,0.70444,0.71451,78661,54.51672404359772,0.293002256654884,0.4838742256483417,0.7313025269003295,0.6975614730996706,248168.0,0.7133700000000001,,1,0,0,0,2009-04-23,0.011149999999999993,-4.0000000000040004e-05,0.01413668298914196,1000000000.0000008,-1,-1,0.010069999999999912,158.28345309349416,0.003929999999999989,0.0042399999999999105,0.852316094456805,1.3854670475801065,0.023613901500374384,breakout_up,1,3,0.43388373911755823,-0.900968867902419,23,0.7115133333333333,0.7185866666666667,0.7074366666666667,0.7226633333333333,0.7003633333333333,0.70942,0.7236100000000001,0.6873300000000001,0.7457,0.6731400000000001,0.6932,0.6959000000000001,0.6895000000000001,0.6996,0.6868000000000001,1.0000000000000009,1,0,89.67805577975084,85.0902391729131,86.27815,5.512324,3.1,14381.236,212.709,9.0,0.15
